Date,Circuit,City,Country,International,Tournament,Event_Link,Round_Code,Round,Motion,Infoslide,Topic_Area_1,Topic_Area_2,Topic_Area_3,Topic_Area_Specific_1
03-12-11,IoNA,London,England,0,KCL IV,,3,3,"THBT Facebook, Google, and Yahoo should take active steps to prevent the formation of ""filter bubbles""",,,,,
03-12-11,IoNA,London,England,0,KCL IV,,4,4,THW allow individuals to legally occupy any building that has been unused for more than 6 months,,,,,
03-12-11,IoNA,London,England,0,KCL IV,,Open_Y,Open_Semis,THBT the Japanese Government should allow its citizens to form leagues of masked vigilantes to fight the Yakuza,,,,,
03-12-11,IoNA,London,England,0,KCL IV,,Open_Z,Open_Final,THBT Courts in Emerging Democracies should break up persistently dominant political parties,,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,1,1,"THBT Western nations should make development aid conditional on the protection of LGBT (Lesbian, gay, bisexual, transsexual) rights.",,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,2,2,"THBT governments should lie to their populations in time of economic crisis, where the lies are deemed likely to improve the economy.",,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,3,3,THW make any language which is spoken by at least 5% of the population an official state language and offer all state service in that language.,,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,4,4,THBT the US military should destroy Iran's nuclear program.,,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,5,5,THW require all media aimed at children to undermine traditional gender roles,,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,Open_Y,Open_Semis,THW make the US pay reparations to its Muslim citizens.,,,,,
09-12-11,Europe,Riga,Latvia,0,SSE Riga IV,,Open_Z,Open_Final,THBT the time for the United States of Europe has come.,,,,,
09-12-11,Europe,Tuebingen,Germany,0,Streitcultur Cup,,1,1,Fake or Real: Should photoshopped (retouched) images be banned in advertisement?,,,,,
09-12-11,Europe,Tuebingen,Germany,0,Streitcultur Cup,,2,2,Should states that financially support other states in crisis situations get a say in that country’s internal politics?,,,,,
09-12-11,Europe,Tuebingen,Germany,0,Streitcultur Cup,,3,3,Should the concept of household income be abolished for taxation purposes? (Soll das Ehegattensplitting abgeschafft werden?),,,,,
09-12-11,Europe,Tuebingen,Germany,0,Streitcultur Cup,,Open_Z,Open_Final,In the name of the people: do we need jury panels in our courts?,,,,,
10-12-11,Europe,Stuttgart,Germany,0,Stuttgart IV,,1,1,THW make the right to vote contingent on basic knowledge about political issues,,,,,
10-12-11,Europe,Stuttgart,Germany,0,Stuttgart IV,,2,2,THBT the EU should limit the amount of energy individuals are allowed to consume,,,,,
10-12-11,Europe,Stuttgart,Germany,0,Stuttgart IV,,3,3,"As a parent, THW not lie to its children about the existence of Santa Claus",,,,,
10-12-11,Europe,Stuttgart,Germany,0,Stuttgart IV,,4,4,THW allow young boys to undergo chemical castration to preserve their singing voices,,,,,
10-12-11,Europe,Stuttgart,Germany,0,Stuttgart IV,,Open_Y,Open_Semis,This house would militarily intervene in Syria,,,,,
10-12-11,Europe,Stuttgart,Germany,0,Stuttgart IV,,Open_Z,Open_Final,THW make Drion’s pill publicly available,,,,,
17-12-11,Europe,Netherlands,the Netherlands,0,Dutch Novice Cup,,1,1,THW enable people to sue their partner for compensation in case of infedility,,,,,
17-12-11,Europe,Netherlands,the Netherlands,0,Dutch Novice Cup,,2,2,THW abolish political parties and only allow election of individuals,,,,,
17-12-11,Europe,Netherlands,the Netherlands,0,Dutch Novice Cup,,3,3,THW set ethnic quota per school,,,,,
17-12-11,Europe,Netherlands,the Netherlands,0,Dutch Novice Cup,,Open_Z,Open_Final,You would make your discovery public,"Situation: you are an unparalelled neurochemist. By accident, you discover a cheap medicine without side effects that can guarantee heterosexuality in unborn children.",,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,1,1,THW make fathers take paternity leave.,,Family,Social Policy,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,2,2,"THW prevent politicians from making fact claims that, while not technically lies, are substantially misleading to voters.",,Politics,Media,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,3,3,THW force large companies who leave an area to pay the costs of any resulting structural unemployment.,,Economics,Development,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,4,4,THW require individuals to use all their wealth beyond USD 5 million for philanthropic projects.,,Morality,Economics,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,5,5,THW require deaf parents to send their children (whether deaf or hearing) to mainstream schools for their primary and secondary education.,,Education,Family,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,6,6,"TH supports politicians who pass progressive legislation, even where this is contrary to the wishes of the democratic electorate.",,Politics,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,7,7,TH supports the free movement of labour worldwide.,,Economics,International Relations,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,8,8,THW exempt academic disputes from defamation law.,,Criminal Justice System,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,9,9,THW ban all private healthcare in favour of a comprehensive public healthcare system.,,Politics,Social Policy,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,EFL_Y,EFL_Semis,"THBT when doctors discover a patient has STDs, they should reveal that info to the patient’s partner.",,Medical Ethics,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,EFL_Z,EFL_Final,THBT public education systems should raise the aspirations of children from disadvantaged backgrounds beyond that which is realistic to expect them to achieve.,,Education,Social Policy,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,ESL_X,ESL_Quarters,THW limit government ministers’ standard of living to that of someone on the current median wage.,,Politics,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,ESL_Y,ESL_Semis,"In countries with few female politicians, THB it is good to have a politically active ‘first lady’.",,Politics,Feminism,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,ESL_Z,ESL_Final,"TH supports scientists who fabricate evidence exaggerating the certainty of man-made climate change, where there is a low likelihood to be caught.",,Science and Technology,Environment,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,Open_W,Open_Octos,THW not allow a single media company to own multiple TV channels or newspapers (whether in print or online).,,Media,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,Open_X,Open_Quarters,THBT “Western” consultants advising dictatorships have a moral duty to sabotage them.,,International Relations,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,Open_Y,Open_Semis,THBT images designed to even slightly sexually attract/aroused viewer should be restricted to specialist adult shot/xxx domain.,,Media,,,
01-01-12,International,Manila,Philippines,3,De La Salle WUDC 2012,,Open_Z,Open_Final,TH supports nationalism.,,International Relations,"Security, War and Military",,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,1,1,Should pensioners be obliged to do voluntary work?,,,,,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,2,2,Should the 9th of November be Germany’s national holiday?,,,,,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,3,3,Do we need a common European asylum and migration policy?,,,,,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,4,4,Should the debt limit on Länder be abolished?,,,,,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,5,5,"Should people with prostheses be allowed to participate in regular sports competitions, even when the prostheses could be considered advantageous?",,,,,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,Open_Y,Open_Semis,Should research in all German universities exclusively serve civil and peaceful purposes?,,,,,
13-01-12,Europe,Hamburg,Germany,0,Zeit Debatte Hamburg,,Open_Z,Open_Final,Should the position of national president be abolished?,,,,,
20-01-12,Europe,Berlin,Germany,0,Berlin New Year’s Invitational,,1,1,THBT the Brasilian state should prosecute a murder that happens among one of the uncontacted peoples in the rainforest,,,,,
20-01-12,Europe,Berlin,Germany,0,Berlin New Year’s Invitational,,2,2,"THBT in states where cloning is allowed for research purposes, it should be possible to purchase Chimären (a copy body? genetic material?)",,,,,
20-01-12,Europe,Berlin,Germany,0,Berlin New Year’s Invitational,,3,3,THW prohibit missionary work that pronounces abstention as the only godly way against the spread of HIV,,,,,
20-01-12,Europe,Berlin,Germany,0,Berlin New Year’s Invitational,,4,4,THBT the State should put freedom over security in case of doubt,,,,,
20-01-12,Europe,Berlin,Germany,0,Berlin New Year’s Invitational,,Open_Z,Open_Final,THBT fathers have the right to get a fatherhood test even against the explicit wish of the mother,,,,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,1,1,"THBT religious organisations should be subject to all aspects of civilian law (including, but not limited to: employment practice, adoption policy,...)",,Religion,,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,2,2,THW require military training to include extensive ethical and philosophical study,,"Security, War and Military",,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,3,3,THW vote Republican,,,,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,4,4,THW legalise S&M,,,,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,5,5,THB it is legitimate to use violence to defend private property,,,,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,Open_Y,Open_Semis,"TH, as the UN, would use only private military companies for peace keeping operations",,,,,
20-01-12,IoNA,Oxford,England,0,Oxford Women’s Open,,Open_Z,Open_Final,THW raise its child without gender,,,,,
21-01-12,Europe,Berlin,Germany,0,Berlin Punk,,1,1,THW make the use of public transport free,,,,,
21-01-12,Europe,Berlin,Germany,0,Berlin Punk,,2,2,THW forbid celebrities to present their children in the media,,,,,
21-01-12,Europe,Berlin,Germany,0,Berlin Punk,,3,3,THBT education is a federal matter,,,,,
21-01-12,Europe,Berlin,Germany,0,Berlin Punk,,4,4,THBT the EU should impose an embargo on countries where child labour exists,,,,,
21-01-12,Europe,Berlin,Germany,0,Berlin Punk,,Open_Y,Open_Semis,THBT endangered animal species should not be actively protected,,,,,
21-01-12,Europe,Berlin,Germany,0,Berlin Punk,,Open_Z,Open_Final,THBT judges should have the option to sentence people to human trials (medical trials?),,,,,
21-01-12,Europe,Netherlands,Netherlands,0,Rotterdam BP Tournament,,1,1,THW allow ‘Fight Clubs’ to be founded,,,,,
21-01-12,Europe,Netherlands,Netherlands,0,Rotterdam BP Tournament,,2,2,THW give police the same investigative powers as under the anti-terrorism framework when dealing with ‘loverboys’ (men who trick young women into becoming prostitutes),,,,,
21-01-12,Europe,Netherlands,Netherlands,0,Rotterdam BP Tournament,,3,3,THBT the EU should focus all its efforts on the Common Market (should only strive for a Common Market),,,,,
21-01-12,Europe,Netherlands,Netherlands,0,Rotterdam BP Tournament,,4,4,THW oblige prospective parents with a genetic disease to use embryo selection,,,,,
21-01-12,Europe,Netherlands,Netherlands,0,Rotterdam BP Tournament,,Open_Y,Open_Semis,THW suspend all sanctions on North Korea,,,,,
21-01-12,Europe,Netherlands,Netherlands,0,Rotterdam BP Tournament,,Open_Z,Open_Final,THW impose a legal duty of care on adult children for their parents,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,1,1,THW remove all hate speech laws,,Freedoms,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,2,2,THW allow “religious duty/compulsion” as a mitigating defense for crimes,,Religion,Criminal Justice System,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,3,3,THW ban media reporting on violent crimes,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,4,4,THW hold parents responsible for the crimes of their kids,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,5,5,THW make rehabilitation the sole criteria for releasing criminals from prison,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,6,6,THW ban works of literature/film/music that glorify criminality,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,7,7,THW compel priests to report a crime which they learn of through confession,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,8,8,TTHW abolish the practice of plea bargaining,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,9,9,THW end the use of prisons,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,10,10,"THW, in countries where the death penalty is in use, not allow anyone to watch the execution",,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,11,11,THW take socio-economic background into account when sentencing criminals,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,12,12,TTHW prosecute domestic violence without the consent of the victim,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,13,13,THBT post-revolution states should delegate all trials and sentencing of former rulers and high ranking officials to the international community,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,14,14,THW Elect its Judges Democratically,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,15,15,THW publish a list of convicted sex offenders,,,,,
24-01-12,IoNA,Ireland,Ireland,0,Irish Mace Debates Round 2,,16,16,THW ban alcohol,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,1,1,THBT we live in a mediaocracy,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,2,2,"THB in the Holy Trinity: Apple, Google and Facebook",,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,3,3,THBT life begins at 25,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,4,4,THBT politicians should retire at 65 like everybody else,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,5,5,THB in freedom at all costs,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,6,6,THB in a three-day week-end,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,7,7,THW blow the whistle,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,8,8,THBT physical appearance is a fundamental criterion for good leadership,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,9,9,THB politicians should have a sense of humor,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,10,10,"THBT If You Are Not In Fashion, You Are Nobody",,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,11,11,THBT science has replaced philosophy,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,12,12,THBT men build too many walls and not enough bridges,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,13,13,"THBT if it isn't broken, break it",,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,14,14,THW look back in anger,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,15,15,THBT greed is good,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,16,16,"THBT If It's Not Fun, You're Not Doing It Right.",,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,17,17,THBT the best is yet to come,,,,,
26-01-12,Europe,Paris,France,0,French Debate Association Tournament Preliminary Rounds,,18,18,"THBT stale, pale males still rule",,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,1,1,THW disclose the ethnicity of a sperm/egg donor to the prospective parent,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,2,2,THBT goverments should only fund bailouts of other countries if they get permission to do so in a referendum,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,3,3,THBT the US should give South Korea weapons,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,4,4,THBT the feminist groups should not campaign against abortion,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,5,5,THBT the US should pay reparations to its Muslim population for policies carried out in the aftermath of 9/11,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,Open_X,Open_Quarters,THBT Boston College should release the IRA tapes,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,Open_Y,Open_Semis,TH whishes that Barack Obama had faced a primary challenge,,,,,
27-01-12,IoNA,Dublin,Ireland,0,Trinity IV,,Open_Z,Open_Final,THW welcome the downfall of global capitalism,,,,,
27-01-12,IoNA,York,England,0,York IV,,1,1,"THW force broadcasters to display, promote and report women’s sport equally to men’s sport.",,,,,
27-01-12,IoNA,York,England,0,York IV,,2,2,THW allow people to opt in to drugs that have not yet passed clinical trials.,,,,,
27-01-12,IoNA,York,England,0,York IV,,3,3,THW make Georgia a NATO member.,,,,,
27-01-12,IoNA,York,England,0,York IV,,4,4,THW ban the private production of pornography and replace it with state-produced pornography that promotes respect and good treatment for women.,,,,,
27-01-12,IoNA,York,England,0,York IV,,Open_Y,Open_Semis,THW prevent foreign ownership of significant domestic companies,,,,,
27-01-12,IoNA,York,England,0,York IV,,Open_Z,Open_Final,THW treat the desecration and destruction of sites of historical or cultural value as a crime against humanity,,,,,
31-01-12,IoNA,Ireland,Ireland,0,Irish Times Open_Semiss,,Open_Y1,Open_Semi_1,“THB the Protection of National Identity is a Legitimate Reason to Restrict Immigration”,,,,,
31-01-12,IoNA,Ireland,Ireland,0,Irish Times Open_Semiss,,Open_Y2,Open_Semi_2,“THB in a State of Anarchy”,,,,,
31-01-12,IoNA,Ireland,Ireland,0,Irish Times Open_Semiss,,Open_Y3,Open_Semi_3,“THB Feminism has Run it's Course”,,,,,
31-01-12,IoNA,Ireland,Ireland,0,Irish Times Open_Semiss,,Open_Y4,Open_Semi_4,“THW Vote for Mitt Romney to be the Next President of the United States of America”,,,,,
06-02-12,Europe,Armenia,Armenia,0,Aghveryan IV,,1,1,THW punish sports teams for the criminal and violent behaviour of their fans.,,,,,
06-02-12,Europe,Armenia,Armenia,0,Aghveryan IV,,2,2,THW ban foreign citizens from adopting Armenian children.,,,,,
06-02-12,Europe,Armenia,Armenia,0,Aghveryan IV,,3,3,THW add a right to internet access to the Armenian constitution.,,,,,
06-02-12,Europe,Armenia,Armenia,0,Aghveryan IV,,4,4,THB that the Armenian media does not adequately represent the views and concerns of Armenian society.,,,,,
06-02-12,Europe,Armenia,Armenia,0,Aghveryan IV,,Open_Z,Open_Final,THB that journalism is more effective than political protest in holding governments responsible for their actions.,,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,1,1,THW fire civil servants who refuse to wed same-sex couples,,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,2,2,"THW ban Martijn, a paedophile association (vereniging)",,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,3,3,THW transform the EU into a United States of Europe,,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,4,4,THW abolish deposit guarantee schemes everywhere,,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,5,5,THW ban imports from countries where workers do not have the liberty to form unions,,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,Open_Y,Open_Semis,THW abolish patents on computer software,,,,,
11-02-12,Europe,Amsterdam,Netherlands,0,Bonapartiaans Debattoernooi Amsterdam (BDT),,Open_Z,Open_Final,"THW instate a general pardon to asylum seekers who have lived in the Netherlands for five years as a minor, and for their parents/legal guardians if they are currently still a minor",,,,,
11-02-12,IoNA,Cardiff,Wales,0,Cardiff IV,,1,1,THW create a separate league for athletes who choose to take performance enhancing substances.,,,,,
11-02-12,IoNA,Cardiff,Wales,0,Cardiff IV,,2,2,THW require all video games that ostensibly depict realistic combat to adhere to the rules of war,,,,,
11-02-12,IoNA,Cardiff,Wales,0,Cardiff IV,,3,3,THW abolish the concept of limited liability,,,,,
11-02-12,IoNA,Cardiff,Wales,0,Cardiff IV,,4,4,THW create a separate state where all women and only women can claim citizenship,,,,,
11-02-12,IoNA,Cardiff,Wales,0,Cardiff IV,,Open_Z,Open_Final,THW use the influences gained from these abilities and beliefs to propagate socialist values that are justified through faith.,"Context: You are a young man in Galilee about 2000 years ago. You are charismatic and clever. You have the ability to gain a devoted following. People believe you are the son of God and are able to perform a number of miracles, like food-multiplication and healing.",,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,1,1,THB It is Illegitimate for the State to Attempt to Instill Morals or Values in Children in Schools,,,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,2,2,THW Prosecute Barack Obama for War Crimes,,,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,3,3,TH Regrets the Existence of Valentine's Day,,,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,4,4,from the view of Iran: THW Build a Nuclear Weapon,,,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,5,5,"THB the State Should Impose a Maximum Income of €50000, inc benefits, commissions, bonuses, etc.",,,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,Open_Y,Open_Semis,THW ban all technology in the pursuit of the genetic enhancement of humanity,,,,,
11-02-12,IoNA,Ireland,Ireland,0,Galway Open,,Open_Z,Open_Final,in the context of The Matrix: THW take the Blue Pill,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,1,1,THW allow the families of victims of war crimes to sue the country responsible for reparations,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,2,2,THW grant amnesty to dictators who voluntarily leave office,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,3,3,THW Make the directors of multi-national companies criminally responsible for any environmental damage caused by their company in the developing world,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,4,4,THW refuse to extradite criminals to countries with the death penalty,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,5,5,THW Never hold major sporting events in countries with ongoing human rights violations,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,6,6,THW allow the global free movement of people,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,7,7,THW believes that it is legitimate for parliaments to delegate sovereignty to the EU without any need for referendum,,,,,
12-02-12,IoNA,Ireland,Ireland,0,Irish Mace Third Round,,8,8,THW use military force to deliver aid in humanitarian crises,,,,,
17-02-12,IoNA,Aberdeen,Scotland,0,Aberdeen Open,,1,1,"THBT the Gay Rights Movement Should Campaign For The Abolition of Marriage, Rather Than Marriage Equality",,,,,
17-02-12,IoNA,Aberdeen,Scotland,0,Aberdeen Open,,2,2,THBT the UK Should Leave The EU,,,,,
17-02-12,IoNA,Aberdeen,Scotland,0,Aberdeen Open,,3,3,Info Slide: Scientific research has found evidence that a particular race has an increased genetic risk of developing psychiatric disorders. THBT Journals Should Not Publish The Research,,,,,
17-02-12,IoNA,Aberdeen,Scotland,0,Aberdeen Open,,4,4,"THBT The Image Of Female Sexuality Depicted By Female RnB Artists In Songs Like, But Not Limited To, Rihanna's Rude Boy Are Empowering.",,,,,
17-02-12,IoNA,Aberdeen,Scotland,0,Aberdeen Open,,Open_Z,Open_Final,THBT It Is Immoral To Vote Republican,,,,,
17-02-12,IoNA,Ireland,Ireland,0,Final Irish Times,,Open_Z,Open_Final,THW Abolish Prisons,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,1,1,THW legalise all forms of assisted suicide for mentally sound people,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,2,2,TH regrets the strong social norms in favour of lifelong monogamy,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,3,3,THBT western countries should invest primarily in air power rather than ground troops for future military interventions,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,4,4,THBT the education system should promote equality of outcomes over equality of opportunities,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,5,5,TH welcomes the advent of extreme genetic enhancements for human beings,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,ESL_Z,ESL_Final,THBT national governments should aim to depopulate rather than regenerate areas with few viable economic activities,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,Open_X,Open_Quarters,"info slide: behavioural economics, rival changes in the way choices are presented changes behaviour THBT the state should systematically use subconscious manipulation to nudge citizens towards good choices",,,,,
17-02-12,IoNA,London,England,0,LSE Open,,Open_Y,Open_Semis,THBT Western foreign policy should seek to prevent China's acquisition of Africa's natural land and resources,,,,,
17-02-12,IoNA,London,England,0,LSE Open,,Open_Z,Open_Final,TH regrets the decline of Marxism in liberal Western democracies,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,1,1,THB India should remove its ban on 'The Satanic Verses',,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,2,2,THW invest in big casinos to rejuvenate economically disadvantaged areas,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,3,3,"THB the Greek Government should reject the latest EU, ECB & IMF bailout agreement",,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,4,4,THB the Gay Rights Movement should oppose Gay Pride Parades in Western Liberal Democracies,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,5,5,THBT the states of former Yugoslavia should create a unified football league,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,ESL_Y,ESL_Semis,THBT the Media should not show images of police brutality,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,ESL_Z,ESL_Final,THW grant automatic asylum to women from countries under sharia law,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,Open_X,Open_Quarters,THBT Vladmir Putin should make a credible public offer to the United States for joint decommissioning of their entire nuclear arsenal,,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,Open_Y,Open_Semis,"THBT film stars, music stars & other popular entertainers should be prohibited from participating in political campaigns",,,,,
24-02-12,IoNA,Manchester,England,0,Manchester IV,,Open_Z,Open_Final,THBT Western European countries should teach an overwhelmingly negative version of their imperial histories,,,,,
02-03-12,Europe,Budapest,Hungary,0,Budapest Open,,1,1,THW not imprison those convicted of non-violent crimes,,,,,
02-03-12,Europe,Budapest,Hungary,0,Budapest Open,,2,2,THW make development aid conditional upon the improvement of women’s rights.,,,,,
02-03-12,Europe,Budapest,Hungary,0,Budapest Open,,3,3,THW lift the ban on Communist symbols in all post-communist EU member states,,,,,
02-03-12,Europe,Budapest,Hungary,0,Budapest Open,,4,4,THW only provide state pension to those mentally or physically unable to work.,,,,,
02-03-12,Europe,Budapest,Hungary,0,Budapest Open,,Open_Y,Open_Semis,THW ban medicine designed to erase human memories,,,,,
02-03-12,Europe,Budapest,Hungary,0,Budapest Open,,Open_Z,Open_Final,THBT violent activities to achieve anti-capitalist aims in Western societies are justified,,,,,
05-03-12,IoNA,Ireland,Ireland,0,John Smith Memorial Mace Open_Semiss,,Open_X1,Open_Quarter_1,THBT the NAACP should publicly condemn Chris Brown,,,,,
05-03-12,IoNA,Ireland,Ireland,0,John Smith Memorial Mace Open_Semiss,,Open_X2,Open_Quarter_2,THW ban “My Big Fat Gypsy Wedding”,,,,,
05-03-12,IoNA,Ireland,Ireland,0,John Smith Memorial Mace Open_Semiss,,Open_X3,Open_Quarter_3,THW abolish the two categories for Best Actor/Actress and Best Supporting Actor/Actress at the Academy Awards and award only gender neutral Oscars for Best Acting and Best Supporting Acting,,,,,
05-03-12,IoNA,Ireland,Ireland,0,John Smith Memorial Mace Open_Semiss,,Open_X4,Open_Quarter_4,THBT notable LGB figures should not describe their sexuality as a choice,,,,,
